customer_id,customer_name,customer_state,customer_city,customer_segment,signup_date
CUST0378,Customer_378,Andhra Pradesh,Vizag,Bulk Buyer,2023-03-15
CUST0379,Customer_379,Telangana,Chennai,Bulk Buyer,2022-04-11
CUST0380,Customer_380,Andhra Pradesh,Vizag,First-time,2021-10-20
CUST0381,Customer_381,West Bengal,Vizag,Regular,2022-03-10
CUST0382,Customer_382,Delhi,Chennai,First-time,2022-12-15
CUST0383,Customer_383,Tamil Nadu,Pune,Regular,2023-01-19
CUST0384,Customer_384,Maharashtra,Delhi,Regular,2023-03-14
CUST0385,Customer_385,Maharashtra,Bangalore,Prime,2022-07-24
CUST0386,Customer_386,West Bengal,Bangalore,Regular,2022-11-09
CUST0387,Customer_387,Karnataka,Pune,Regular,2023-01-06
CUST0388,Customer_388,Gujarat,Bangalore,First-time,2022-05-14
CUST0389,Customer_389,Andhra Pradesh,Vizag,Regular,2021-06-08
CUST0390,Customer_390,Andhra Pradesh,Ahmedabad,First-time,2021-07-14
CUST0391,Customer_391,Karnataka,Mumbai,Bulk Buyer,2021-10-31
CUST0392,Customer_392,Karnataka,Hyderabad,Regular,2021-08-11
CUST0393,Customer_393,West Bengal,Bangalore,Regular,2021-03-01
CUST0394,Customer_394,West Bengal,Ahmedabad,First-time,2022-08-17
CUST0395,Customer_395,Karnataka,Chennai,Bulk Buyer,2023-01-24
CUST0396,Customer_396,Tamil Nadu,Delhi,Prime,2022-07-10
CUST0397,Customer_397,West Bengal,Vizag,Bulk Buyer,2021-03-04
CUST0398,Customer_398,Delhi,Delhi,First-time,2023-02-05
CUST0399,Customer_399,West Bengal,Mumbai,Bulk Buyer,2021-11-18
CUST0400,Customer_400,Andhra Pradesh,Mumbai,First-time,2021-02-28
CUST0401,Customer_401,West Bengal,Pune,First-time,2021-02-21
CUST0402,Customer_402,Tamil Nadu,Kolkata,Prime,2022-08-22
CUST0403,Customer_403,Karnataka,Pune,Regular,2022-05-04
CUST0404,Customer_404,Andhra Pradesh,Ahmedabad,First-time,2022-05-30
CUST0405,Customer_405,West Bengal,Delhi,First-time,2023-05-24
CUST0406,Customer_406,Tamil Nadu,Kolkata,Prime,2022-06-28
CUST0407,Customer_407,Delhi,Chennai,First-time,2021-06-11
CUST0408,Customer_408,West Bengal,Vizag,Regular,2021-02-28
CUST0409,Customer_409,Tamil Nadu,Delhi,Prime,2022-06-05
CUST0410,Customer_410,Delhi,Pune,Regular,2021-03-24
CUST0411,Customer_411,Karnataka,Hyderabad,Regular,2023-05-22
CUST0412,Customer_412,West Bengal,Kolkata,Prime,2021-07-10
CUST0413,Customer_413,Delhi,Kolkata,First-time,2021-03-12
CUST0414,Customer_414,Andhra Pradesh,Vizag,Regular,2022-09-02
CUST0415,Customer_415,Karnataka,Bangalore,Regular,2021-03-11
CUST0416,Customer_416,Andhra Pradesh,Mumbai,Regular,2022-11-23
CUST0417,Customer_417,Maharashtra,Mumbai,Regular,2023-06-02
CUST0418,Customer_418,Telangana,Hyderabad,Prime,2021-08-29
CUST0419,Customer_419,West Bengal,Ahmedabad,Prime,2022-02-18
CUST0420,Customer_420,Delhi,Ahmedabad,Bulk Buyer,2021-05-03
CUST0421,Customer_421,Telangana,Chennai,Bulk Buyer,2022-08-07
CUST0422,Customer_422,Telangana,Delhi,Regular,2021-09-10
CUST0423,Customer_423,Delhi,Bangalore,First-time,2022-08-16
CUST0424,Customer_424,Karnataka,Pune,Regular,2022-09-01
CUST0425,Customer_425,West Bengal,Kolkata,First-time,2021-02-10
CUST0426,Customer_426,Maharashtra,Hyderabad,Regular,2022-09-27
CUST0427,Customer_427,Andhra Pradesh,Mumbai,Bulk Buyer,2021-03-25
CUST0428,Customer_428,Tamil Nadu,Chennai,Bulk Buyer,2022-03-06
CUST0429,Customer_429,Andhra Pradesh,Ahmedabad,First-time,2022-11-05
CUST0430,Customer_430,Tamil Nadu,Hyderabad,Regular,2022-08-21
CUST0431,Customer_431,Andhra Pradesh,Kolkata,First-time,2022-08-02
CUST0432,Customer_432,Delhi,Pune,Bulk Buyer,2022-06-20
CUST0433,Customer_433,Maharashtra,Chennai,Regular,2021-11-20
CUST0434,Customer_434,West Bengal,Kolkata,Regular,2021-09-25
CUST0435,Customer_435,Tamil Nadu,Mumbai,First-time,2021-07-29
CUST0436,Customer_436,West Bengal,Mumbai,Prime,2022-11-17
CUST0437,Customer_437,West Bengal,Mumbai,First-time,2023-01-04
CUST0438,Customer_438,West Bengal,Hyderabad,Bulk Buyer,2021-11-18
CUST0439,Customer_439,Gujarat,Hyderabad,Bulk Buyer,2021-09-02
CUST0440,Customer_440,Karnataka,Ahmedabad,Bulk Buyer,2021-09-29
CUST0441,Customer_441,Andhra Pradesh,Ahmedabad,Bulk Buyer,2022-02-10
CUST0442,Customer_442,West Bengal,Pune,Bulk Buyer,2021-05-15
CUST0443,Customer_443,Andhra Pradesh,Chennai,Prime,2022-11-19
CUST0444,Customer_444,West Bengal,Vizag,Regular,2022-10-23
CUST0445,Customer_445,Tamil Nadu,Vizag,First-time,2021-11-04
CUST0446,Customer_446,Karnataka,Kolkata,First-time,2022-04-14
CUST0447,Customer_447,Karnataka,Mumbai,Bulk Buyer,2021-11-20
CUST0448,Customer_448,Delhi,Chennai,First-time,2023-02-09
CUST0449,Customer_449,Gujarat,Hyderabad,Bulk Buyer,2021-03-16
CUST0450,Customer_450,Delhi,Delhi,Prime,2021-01-10
CUST0451,Customer_451,Delhi,Bangalore,Prime,2022-04-15
CUST0452,Customer_452,Delhi,Pune,Regular,2022-09-29
CUST0453,Customer_453,Delhi,Mumbai,Prime,2022-07-31
CUST0454,Customer_454,Delhi,Mumbai,Prime,2021-04-13
CUST0455,Customer_455,Maharashtra,Mumbai,Regular,2021-03-17
CUST0456,Customer_456,Karnataka,Hyderabad,First-time,2022-07-05
CUST0457,Customer_457,Delhi,Hyderabad,Bulk Buyer,2021-08-07
CUST0458,Customer_458,West Bengal,Bangalore,Bulk Buyer,2022-06-03
CUST0459,Customer_459,Karnataka,Chennai,First-time,2021-09-29
CUST0460,Customer_460,Karnataka,Mumbai,Regular,2021-05-16
CUST0461,Customer_461,Telangana,Vizag,First-time,2021-12-24
CUST0462,Customer_462,Maharashtra,Ahmedabad,Prime,2021-03-12
CUST0463,Customer_463,Delhi,Vizag,Regular,2023-06-20
CUST0464,Customer_464,Andhra Pradesh,Kolkata,Regular,2021-09-08
CUST0465,Customer_465,Tamil Nadu,Vizag,Regular,2022-01-14
CUST0466,Customer_466,Gujarat,Kolkata,Bulk Buyer,2021-10-19
CUST0467,Customer_467,West Bengal,Delhi,First-time,2021-06-11
CUST0468,Customer_468,Andhra Pradesh,Ahmedabad,Regular,2022-03-25
CUST0469,Customer_469,Maharashtra,Vizag,Regular,2023-05-04
CUST0470,Customer_470,Tamil Nadu,Delhi,Regular,2022-07-11
CUST0471,Customer_471,Maharashtra,Pune,First-time,2022-12-22
CUST0472,Customer_472,West Bengal,Chennai,Bulk Buyer,2021-11-06
CUST0473,Customer_473,Karnataka,Delhi,Prime,2022-09-19
CUST0474,Customer_474,Tamil Nadu,Chennai,Bulk Buyer,2023-04-07
CUST0475,Customer_475,Karnataka,Vizag,Regular,2022-11-01
CUST0476,Customer_476,West Bengal,Delhi,Bulk Buyer,2022-06-26
CUST0477,Customer_477,Andhra Pradesh,Ahmedabad,Bulk Buyer,2021-01-09
CUST0478,Customer_478,West Bengal,Vizag,Prime,2022-11-15
CUST0479,Customer_479,Andhra Pradesh,Mumbai,First-time,2023-04-17
CUST0480,Customer_480,Tamil Nadu,Hyderabad,First-time,2022-07-22
CUST0481,Customer_481,Tamil Nadu,Delhi,Bulk Buyer,2021-11-03
CUST0482,Customer_482,Delhi,Ahmedabad,Bulk Buyer,2022-11-11
CUST0483,Customer_483,Maharashtra,Pune,First-time,2021-04-17
CUST0484,Customer_484,Delhi,Mumbai,First-time,2023-06-19
CUST0485,Customer_485,Maharashtra,Pune,Prime,2021-05-18
CUST0486,Customer_486,Delhi,Vizag,Regular,2021-09-28
CUST0487,Customer_487,Karnataka,Hyderabad,Bulk Buyer,2021-04-29
CUST0488,Customer_488,Tamil Nadu,Delhi,First-time,2021-04-20
CUST0489,Customer_489,Andhra Pradesh,Delhi,Bulk Buyer,2023-01-31
CUST0490,Customer_490,Maharashtra,Vizag,Bulk Buyer,2022-07-21
CUST0491,Customer_491,West Bengal,Vizag,First-time,2021-06-09
CUST0492,Customer_492,Maharashtra,Hyderabad,Prime,2021-10-06
CUST0493,Customer_493,Andhra Pradesh,Ahmedabad,Bulk Buyer,2021-10-16
CUST0494,Customer_494,Delhi,Ahmedabad,Prime,2022-09-12
CUST0495,Customer_495,Maharashtra,Hyderabad,First-time,2021-08-04
CUST0496,Customer_496,Gujarat,Ahmedabad,Regular,2023-01-05
CUST0497,Customer_497,Karnataka,Kolkata,Regular,2021-12-18
CUST0498,Customer_498,Tamil Nadu,Chennai,Bulk Buyer,2021-07-28
CUST0499,Customer_499,Andhra Pradesh,Hyderabad,First-time,2022-12-05
CUST0500,Customer_500,Tamil Nadu,Hyderabad,Prime,2022-10-12
CUST0501,Customer_501,Gujarat,Bangalore,Bulk Buyer,2023-05-24
CUST0502,Customer_502,Maharashtra,Mumbai,First-time,2021-09-28
CUST0503,Customer_503,Maharashtra,Mumbai,First-time,2022-06-02
CUST0504,Customer_504,West Bengal,Kolkata,Prime,2022-05-16
CUST0505,Customer_505,Gujarat,Vizag,Bulk Buyer,2021-09-15
CUST0506,Customer_506,Andhra Pradesh,Vizag,First-time,2023-05-17
CUST0507,Customer_507,West Bengal,Pune,First-time,2021-02-22
CUST0508,Customer_508,Karnataka,Kolkata,First-time,2021-04-05
CUST0509,Customer_509,West Bengal,Hyderabad,Prime,2022-10-12
CUST0510,Customer_510,Telangana,Kolkata,Bulk Buyer,2022-03-10
CUST0511,Customer_511,Andhra Pradesh,Kolkata,Bulk Buyer,2023-04-30
CUST0512,Customer_512,Telangana,Kolkata,Bulk Buyer,2021-10-11
CUST0513,Customer_513,Gujarat,Mumbai,Bulk Buyer,2021-02-15
CUST0514,Customer_514,Delhi,Kolkata,Regular,2021-01-04
CUST0515,Customer_515,Telangana,Chennai,Regular,2021-12-08
CUST0516,Customer_516,Karnataka,Vizag,Bulk Buyer,2023-03-01
CUST0517,Customer_517,West Bengal,Pune,Prime,2021-05-14
CUST0518,Customer_518,Delhi,Chennai,Regular,2022-10-15
CUST0519,Customer_519,West Bengal,Pune,First-time,2021-09-26
CUST0520,Customer_520,Telangana,Bangalore,Regular,2021-06-15
CUST0521,Customer_521,West Bengal,Pune,First-time,2023-01-30
CUST0522,Customer_522,Gujarat,Vizag,Bulk Buyer,2022-03-29
CUST0523,Customer_523,Delhi,Vizag,Regular,2022-07-19
CUST0524,Customer_524,Gujarat,Kolkata,Prime,2022-12-24
CUST0525,Customer_525,Telangana,Delhi,Regular,2022-03-14
CUST0526,Customer_526,Gujarat,Bangalore,Regular,2022-07-29
CUST0527,Customer_527,Karnataka,Hyderabad,Regular,2021-01-10
CUST0528,Customer_528,Telangana,Ahmedabad,Bulk Buyer,2021-04-25
CUST0529,Customer_529,Telangana,Pune,Prime,2021-03-19
CUST0530,Customer_530,Telangana,Delhi,Regular,2022-12-09
CUST0531,Customer_531,Andhra Pradesh,Kolkata,Prime,2021-06-02
CUST0532,Customer_532,West Bengal,Mumbai,Bulk Buyer,2022-07-13
CUST0533,Customer_533,Andhra Pradesh,Hyderabad,First-time,2021-02-06
CUST0534,Customer_534,Andhra Pradesh,Delhi,Regular,2023-05-05
CUST0535,Customer_535,Karnataka,Mumbai,Prime,2022-01-14
CUST0536,Customer_536,Delhi,Bangalore,Prime,2022-08-20
CUST0537,Customer_537,West Bengal,Kolkata,Bulk Buyer,2022-07-20
CUST0538,Customer_538,Gujarat,Hyderabad,Regular,2021-06-01
CUST0539,Customer_539,Maharashtra,Hyderabad,First-time,2022-03-17
CUST0540,Customer_540,Telangana,Hyderabad,Prime,2021-05-11
CUST0541,Customer_541,Gujarat,Bangalore,Regular,2021-02-12
CUST0542,Customer_542,Telangana,Pune,First-time,2021-11-12
CUST0543,Customer_543,Karnataka,Bangalore,Prime,2022-01-09
CUST0544,Customer_544,Telangana,Ahmedabad,Prime,2023-03-27
CUST0545,Customer_545,Andhra Pradesh,Vizag,First-time,2023-06-01
CUST0546,Customer_546,West Bengal,Kolkata,First-time,2021-02-10
CUST0547,Customer_547,Maharashtra,Bangalore,Bulk Buyer,2022-01-02
CUST0548,Customer_548,Tamil Nadu,Mumbai,Regular,2021-08-04
CUST0549,Customer_549,Telangana,Ahmedabad,Regular,2022-11-30
CUST0550,Customer_550,Gujarat,Vizag,Bulk Buyer,2021-09-13
CUST0551,Customer_551,Andhra Pradesh,Pune,Prime,2022-11-14
CUST0552,Customer_552,Tamil Nadu,Mumbai,First-time,2021-04-16
CUST0553,Customer_553,Maharashtra,Kolkata,First-time,2021-12-29
CUST0554,Customer_554,Tamil Nadu,Mumbai,First-time,2023-03-10
CUST0555,Customer_555,Andhra Pradesh,Vizag,Prime,2022-07-28
CUST0556,Customer_556,West Bengal,Mumbai,First-time,2023-06-15
CUST0557,Customer_557,West Bengal,Chennai,First-time,2022-02-21
CUST0558,Customer_558,Delhi,Delhi,Bulk Buyer,2022-09-28
CUST0559,Customer_559,West Bengal,Pune,Prime,2023-02-07
CUST0560,Customer_560,Delhi,Vizag,Regular,2021-06-08
CUST0561,Customer_561,Tamil Nadu,Mumbai,Bulk Buyer,2021-08-31
CUST0562,Customer_562,Karnataka,Delhi,Bulk Buyer,2023-06-05
CUST0563,Customer_563,Gujarat,Delhi,Regular,2021-06-16
CUST0564,Customer_564,Gujarat,Mumbai,Bulk Buyer,2023-03-31
CUST0565,Customer_565,Tamil Nadu,Kolkata,Prime,2023-04-11
CUST0566,Customer_566,Telangana,Chennai,First-time,2021-07-01
CUST0567,Customer_567,Telangana,Bangalore,Prime,2022-02-27
CUST0568,Customer_568,West Bengal,Chennai,Regular,2021-01-26
CUST0569,Customer_569,Gujarat,Mumbai,Regular,2021-07-03
CUST0570,Customer_570,Gujarat,Pune,Bulk Buyer,2023-01-25
CUST0571,Customer_571,Delhi,Bangalore,Prime,2021-12-07
CUST0572,Customer_572,Karnataka,Vizag,Prime,2023-03-13
CUST0573,Customer_573,Andhra Pradesh,Chennai,Regular,2022-02-26
CUST0574,Customer_574,Telangana,Mumbai,Prime,2023-04-02
CUST0575,Customer_575,Gujarat,Chennai,Regular,2022-11-17
CUST0576,Customer_576,Delhi,Bangalore,Prime,2023-06-04
CUST0577,Customer_577,Maharashtra,Ahmedabad,Prime,2023-01-23
CUST0578,Customer_578,Delhi,Chennai,Prime,2023-04-11
CUST0579,Customer_579,Telangana,Vizag,Regular,2021-09-12
CUST0580,Customer_580,Telangana,Vizag,Bulk Buyer,2021-10-01
CUST0581,Customer_581,Delhi,Hyderabad,Prime,2021-06-13
CUST0582,Customer_582,Andhra Pradesh,Chennai,Regular,2023-03-18
CUST0583,Customer_583,Tamil Nadu,Kolkata,Regular,2022-12-20
CUST0584,Customer_584,Telangana,Delhi,Prime,2021-04-21
CUST0585,Customer_585,Delhi,Delhi,Prime,2022-01-27
CUST0586,Customer_586,Gujarat,Delhi,Bulk Buyer,2023-06-13
CUST0587,Customer_587,Delhi,Ahmedabad,Regular,2021-02-09
CUST0588,Customer_588,Karnataka,Hyderabad,Regular,2023-05-30
CUST0589,Customer_589,Tamil Nadu,Ahmedabad,First-time,2022-04-27
CUST0590,Customer_590,Maharashtra,Chennai,Regular,2021-08-16
CUST0591,Customer_591,Andhra Pradesh,Chennai,Bulk Buyer,2021-07-24
CUST0592,Customer_592,West Bengal,Chennai,First-time,2023-04-17
CUST0593,Customer_593,Maharashtra,Pune,First-time,2022-04-17
CUST0594,Customer_594,Tamil Nadu,Delhi,First-time,2021-12-25
CUST0595,Customer_595,Tamil Nadu,Pune,Prime,2021-11-09
CUST0596,Customer_596,Tamil Nadu,Hyderabad,Prime,2023-04-21
CUST0597,Customer_597,Maharashtra,Ahmedabad,Regular,2023-03-26
CUST0598,Customer_598,Gujarat,Delhi,First-time,2023-06-12
CUST0599,Customer_599,Tamil Nadu,Pune,Bulk Buyer,2021-08-22
CUST0600,Customer_600,Delhi,Pune,Prime,2021-08-17
CUST0601,Customer_601,Maharashtra,Mumbai,Bulk Buyer,2021-01-25
CUST0602,Customer_602,West Bengal,Pune,Bulk Buyer,2022-11-07
CUST0603,Customer_603,Tamil Nadu,Kolkata,Prime,2021-07-17
CUST0604,Customer_604,Delhi,Kolkata,Prime,2022-02-13
CUST0605,Customer_605,Gujarat,Ahmedabad,Prime,2021-12-03
CUST0606,Customer_606,Karnataka,Kolkata,Prime,2021-10-13
CUST0607,Customer_607,Gujarat,Ahmedabad,First-time,2023-06-05
CUST0608,Customer_608,West Bengal,Ahmedabad,First-time,2021-03-13
CUST0609,Customer_609,Tamil Nadu,Hyderabad,First-time,2023-03-03
CUST0610,Customer_610,West Bengal,Mumbai,First-time,2021-10-13
CUST0611,Customer_611,Maharashtra,Chennai,Regular,2021-12-26
CUST0612,Customer_612,Telangana,Vizag,First-time,2022-10-19
CUST0613,Customer_613,Tamil Nadu,Ahmedabad,Prime,2022-06-06
CUST0614,Customer_614,Telangana,Bangalore,Bulk Buyer,2022-02-14
CUST0615,Customer_615,Delhi,Chennai,First-time,2022-11-27
CUST0616,Customer_616,Karnataka,Delhi,Regular,2023-05-14
CUST0617,Customer_617,Andhra Pradesh,Kolkata,Prime,2022-07-04
CUST0618,Customer_618,West Bengal,Vizag,Bulk Buyer,2021-12-06
CUST0619,Customer_619,Gujarat,Bangalore,Bulk Buyer,2021-01-29
CUST0620,Customer_620,Karnataka,Chennai,First-time,2021-04-29
CUST0621,Customer_621,Tamil Nadu,Hyderabad,Bulk Buyer,2023-06-18
CUST0622,Customer_622,Telangana,Delhi,First-time,2021-09-25
CUST0623,Customer_623,Gujarat,Vizag,First-time,2021-07-02
CUST0624,Customer_624,Telangana,Mumbai,Prime,2022-08-18
CUST0625,Customer_625,Maharashtra,Hyderabad,Prime,2021-09-29
CUST0626,Customer_626,Telangana,Bangalore,Regular,2021-02-09
CUST0627,Customer_627,Maharashtra,Vizag,Prime,2021-04-22
CUST0628,Customer_628,Delhi,Hyderabad,Prime,2022-09-03
CUST0629,Customer_629,Gujarat,Delhi,First-time,2022-03-21
CUST0630,Customer_630,Gujarat,Mumbai,Prime,2021-12-20
CUST0631,Customer_631,Andhra Pradesh,Hyderabad,First-time,2023-01-17
CUST0632,Customer_632,Tamil Nadu,Pune,First-time,2023-03-17
CUST0633,Customer_633,Maharashtra,Mumbai,Prime,2021-11-18
CUST0634,Customer_634,Andhra Pradesh,Bangalore,Regular,2022-03-23
CUST0635,Customer_635,Telangana,Delhi,Regular,2022-09-13
CUST0636,Customer_636,Telangana,Kolkata,Bulk Buyer,2022-06-08
CUST0637,Customer_637,Andhra Pradesh,Kolkata,Bulk Buyer,2021-04-29
CUST0638,Customer_638,Gujarat,Kolkata,Prime,2022-01-30
CUST0639,Customer_639,Telangana,Vizag,Regular,2022-08-14
CUST0640,Customer_640,West Bengal,Bangalore,First-time,2021-07-14
CUST0641,Customer_641,Delhi,Delhi,Bulk Buyer,2021-09-18
CUST0642,Customer_642,Delhi,Mumbai,First-time,2021-02-15
CUST0643,Customer_643,West Bengal,Vizag,Bulk Buyer,2022-12-27
CUST0644,Customer_644,Andhra Pradesh,Bangalore,Prime,2022-03-23
CUST0645,Customer_645,West Bengal,Pune,Regular,2021-01-02
CUST0646,Customer_646,Maharashtra,Delhi,Bulk Buyer,2022-06-17
CUST0647,Customer_647,Maharashtra,Kolkata,Regular,2023-04-06
CUST0648,Customer_648,Andhra Pradesh,Hyderabad,First-time,2022-07-06
CUST0649,Customer_649,West Bengal,Delhi,Prime,2022-12-05
CUST0650,Customer_650,Maharashtra,Ahmedabad,Regular,2023-01-07
CUST0651,Customer_651,Gujarat,Bangalore,Prime,2023-01-30
CUST0652,Customer_652,West Bengal,Chennai,Regular,2023-01-25
CUST0653,Customer_653,Gujarat,Pune,First-time,2022-11-18
CUST0654,Customer_654,Maharashtra,Delhi,First-time,2021-07-21
CUST0655,Customer_655,Delhi,Chennai,Prime,2022-01-08
CUST0656,Customer_656,Maharashtra,Ahmedabad,First-time,2022-03-18
CUST0657,Customer_657,Gujarat,Mumbai,Bulk Buyer,2021-03-13
CUST0658,Customer_658,Karnataka,Hyderabad,Regular,2022-11-12
CUST0659,Customer_659,Tamil Nadu,Chennai,First-time,2021-12-05
CUST0660,Customer_660,Telangana,Bangalore,Bulk Buyer,2022-10-01
CUST0661,Customer_661,West Bengal,Kolkata,Prime,2021-11-18
CUST0662,Customer_662,Karnataka,Ahmedabad,Bulk Buyer,2022-11-11
CUST0663,Customer_663,Maharashtra,Hyderabad,Prime,2023-05-19
CUST0664,Customer_664,Delhi,Pune,Prime,2021-05-08
CUST0665,Customer_665,Andhra Pradesh,Kolkata,Regular,2023-01-08
CUST0666,Customer_666,Maharashtra,Delhi,Regular,2021-11-04
CUST0667,Customer_667,Delhi,Chennai,Bulk Buyer,2022-06-04
CUST0668,Customer_668,Tamil Nadu,Hyderabad,Regular,2021-11-13
CUST0669,Customer_669,Maharashtra,Vizag,Regular,2022-11-14
CUST0670,Customer_670,Gujarat,Mumbai,Regular,2022-02-23
CUST0671,Customer_671,Andhra Pradesh,Mumbai,Bulk Buyer,2021-12-01
CUST0672,Customer_672,Delhi,Ahmedabad,First-time,2022-02-17
CUST0673,Customer_673,Delhi,Pune,Regular,2022-12-15
CUST0674,Customer_674,Delhi,Ahmedabad,Regular,2021-10-30
CUST0675,Customer_675,Tamil Nadu,Vizag,Bulk Buyer,2022-07-22
CUST0676,Customer_676,Maharashtra,Bangalore,First-time,2021-05-11
CUST0677,Customer_677,Tamil Nadu,Pune,Regular,2021-07-16
CUST0678,Customer_678,West Bengal,Bangalore,Prime,2022-03-07
CUST0679,Customer_679,Telangana,Pune,Bulk Buyer,2022-11-12
CUST0680,Customer_680,Telangana,Pune,Regular,2022-01-24
CUST0681,Customer_681,West Bengal,Vizag,Regular,2022-11-25
CUST0682,Customer_682,Maharashtra,Delhi,Prime,2023-02-06
CUST0683,Customer_683,Gujarat,Vizag,Prime,2021-06-28
CUST0684,Customer_684,Tamil Nadu,Pune,Bulk Buyer,2022-09-23
CUST0685,Customer_685,Andhra Pradesh,Hyderabad,Bulk Buyer,2022-08-06
CUST0686,Customer_686,Delhi,Bangalore,Prime,2021-11-05
CUST0687,Customer_687,Delhi,Vizag,Bulk Buyer,2022-02-20
CUST0688,Customer_688,Maharashtra,Delhi,Prime,2022-07-16
CUST0689,Customer_689,Gujarat,Chennai,Regular,2023-05-04
CUST0690,Customer_690,Telangana,Ahmedabad,Prime,2021-01-01
CUST0691,Customer_691,Telangana,Pune,Prime,2021-11-08
CUST0692,Customer_692,Delhi,Chennai,First-time,2021-10-21
CUST0693,Customer_693,Maharashtra,Mumbai,Prime,2021-08-04
CUST0694,Customer_694,Tamil Nadu,Kolkata,Prime,2022-03-17
CUST0695,Customer_695,Telangana,Delhi,First-time,2023-03-16
CUST0696,Customer_696,Tamil Nadu,Kolkata,Bulk Buyer,2022-08-17
CUST0697,Customer_697,Gujarat,Delhi,First-time,2022-09-14
CUST0698,Customer_698,Telangana,Hyderabad,Regular,2022-11-02
CUST0699,Customer_699,Telangana,Ahmedabad,First-time,2021-11-26
CUST0700,Customer_700,Karnataka,Chennai,Regular,2022-04-22
CUST0701,Customer_701,Telangana,Bangalore,Bulk Buyer,2022-03-29
CUST0702,Customer_702,West Bengal,Delhi,First-time,2022-03-29
CUST0703,Customer_703,Andhra Pradesh,Bangalore,First-time,2022-11-23
CUST0704,Customer_704,West Bengal,Ahmedabad,Bulk Buyer,2021-08-07
CUST0705,Customer_705,Maharashtra,Pune,Regular,2022-06-08
CUST0706,Customer_706,Maharashtra,Mumbai,First-time,2022-04-30
CUST0707,Customer_707,Tamil Nadu,Chennai,Regular,2023-03-24
CUST0708,Customer_708,West Bengal,Ahmedabad,First-time,2023-03-27
CUST0709,Customer_709,West Bengal,Ahmedabad,Prime,2023-01-24
CUST0710,Customer_710,West Bengal,Hyderabad,First-time,2021-06-23
CUST0711,Customer_711,Gujarat,Kolkata,Bulk Buyer,2022-11-06
CUST0712,Customer_712,Telangana,Mumbai,Bulk Buyer,2021-03-28
CUST0713,Customer_713,Andhra Pradesh,Chennai,Regular,2021-10-18
CUST0714,Customer_714,Tamil Nadu,Pune,First-time,2022-06-12
CUST0715,Customer_715,West Bengal,Pune,Regular,2022-11-11
CUST0716,Customer_716,West Bengal,Vizag,Regular,2022-10-11
CUST0717,Customer_717,Karnataka,Ahmedabad,Prime,2022-09-27
CUST0718,Customer_718,Tamil Nadu,Delhi,Prime,2021-12-10
CUST0719,Customer_719,West Bengal,Hyderabad,Bulk Buyer,2021-04-06
CUST0720,Customer_720,Tamil Nadu,Mumbai,Regular,2023-04-19
CUST0721,Customer_721,Telangana,Pune,Bulk Buyer,2023-02-09
CUST0722,Customer_722,Karnataka,Chennai,First-time,2021-08-29
CUST0723,Customer_723,Tamil Nadu,Vizag,Regular,2022-11-20
CUST0724,Customer_724,Andhra Pradesh,Chennai,Regular,2021-11-14
CUST0725,Customer_725,Andhra Pradesh,Hyderabad,First-time,2021-08-19
CUST0726,Customer_726,Maharashtra,Delhi,First-time,2023-04-06
CUST0727,Customer_727,Karnataka,Vizag,Bulk Buyer,2021-07-23
CUST0728,Customer_728,Karnataka,Vizag,Bulk Buyer,2021-05-31
CUST0729,Customer_729,Maharashtra,Kolkata,First-time,2021-01-26
CUST0730,Customer_730,Tamil Nadu,Mumbai,Bulk Buyer,2021-02-17
CUST0731,Customer_731,Karnataka,Vizag,First-time,2021-09-08
CUST0732,Customer_732,Andhra Pradesh,Kolkata,Regular,2022-05-02
CUST0733,Customer_733,Andhra Pradesh,Kolkata,Regular,2022-09-18
CUST0734,Customer_734,West Bengal,Hyderabad,Prime,2023-05-21
CUST0735,Customer_735,Telangana,Bangalore,Regular,2023-02-26
CUST0736,Customer_736,Karnataka,Chennai,First-time,2021-03-16
CUST0737,Customer_737,Tamil Nadu,Delhi,Bulk Buyer,2022-04-12
CUST0738,Customer_738,Maharashtra,Chennai,Prime,2022-03-01
CUST0739,Customer_739,Maharashtra,Vizag,Bulk Buyer,2022-10-07
CUST0740,Customer_740,Tamil Nadu,Delhi,First-time,2022-08-13
CUST0741,Customer_741,Gujarat,Pune,Regular,2021-07-19
CUST0742,Customer_742,Delhi,Bangalore,Prime,2023-01-06
CUST0743,Customer_743,Telangana,Pune,First-time,2022-12-15
CUST0744,Customer_744,Maharashtra,Pune,Prime,2022-01-29
CUST0745,Customer_745,Karnataka,Mumbai,Prime,2022-05-22
CUST0746,Customer_746,Telangana,Chennai,Regular,2022-02-14
CUST0747,Customer_747,Karnataka,Hyderabad,First-time,2021-09-07
CUST0748,Customer_748,Gujarat,Pune,Bulk Buyer,2021-06-01
CUST0749,Customer_749,Andhra Pradesh,Vizag,Prime,2022-11-03
CUST0750,Customer_750,Telangana,Bangalore,Prime,2022-12-06
CUST0751,Customer_751,West Bengal,Ahmedabad,Bulk Buyer,2021-01-06
CUST0752,Customer_752,Maharashtra,Pune,First-time,2023-02-08
CUST0753,Customer_753,Telangana,Bangalore,Prime,2023-06-01
CUST0754,Customer_754,Telangana,Delhi,Prime,2023-02-28
CUST0755,Customer_755,Telangana,Chennai,Prime,2021-04-20
CUST0756,Customer_756,Delhi,Kolkata,First-time,2023-03-09
CUST0757,Customer_757,Telangana,Mumbai,First-time,2022-03-12
CUST0758,Customer_758,Karnataka,Bangalore,Bulk Buyer,2021-08-13
